player_id;team_external_id;player_name_pt;player_name_en;team_name_pt;team_name_en;team_abbreviation;position_code;position_pt;position_en;player_image_url;team_flag_url;rank_goalkeeper_saves;goalkeeper_saves;goalkeeper_defensive_actions_inside_penalty_area;goalkeeper_defensive_actions_outside_penalty_area;rank_goalkeeper_defensive_actions_inside_penalty_area;rank_goalkeeper_defensive_actions_outside_penalty_area
495348;285023_43935;Senne Lammens;Senne Lammens;Bélgica;Belgium;BEL;GK;;;https://digitalhub.fifa.com/transform/9e407610-b85c-45d8-847a-2bae1d24e699/LAMMENS-Senne_495348;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;56;0;0;0;60;60
358106;285023_43935;Thibaut Courtois;Thibaut Courtois;Bélgica;Belgium;BEL;GK;;;https://digitalhub.fifa.com/transform/b630bdbe-3615-43b0-b715-8da37b1ecfa6/COURTOIS-Thibaut_358106;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;17;13;92;75;7;9
491228;285023_44037;Martin Zlomislic;Martin Zlomislic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;GK;;;https://digitalhub.fifa.com/transform/c2bf5ce5-0160-4561-a0e0-4508621e1820/ZLOMISLIC-Martin_491228;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;56;0;0;0;60;60
522842;285023_44037;Mladen Jurkas;Mladen Jurkas;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;GK;;;https://digitalhub.fifa.com/transform/d568a177-8466-4ef0-89d6-990d70cac911/JURKAS-Mladen_522842;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;56;0;0;0;60;60
482978;285023_44037;Nikola Vasilj;Nikola Vasilj;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;GK;;;https://digitalhub.fifa.com/transform/be1c5819-9bc1-4bf3-b677-9172d1be6bea/VASILJ-Nikola_482978;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;35;8;92;70;7;14
308370;285023_43924;Alisson;Alisson;Brasil;Brazil;BRA;GK;;;https://digitalhub.fifa.com/transform/6b051628-d407-41ce-8a60-dc354ac4ccb8/ALISSON_308370;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;10;15;67;59;27;24
395427;285023_43924;Ederson;Ederson;Brasil;Brazil;BRA;GK;;;https://digitalhub.fifa.com/transform/2a1d5731-391b-4644-a926-1bc899b86c81/EDERSON_395427;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;56;0;0;0;60;60
396315;285023_43924;Weverton;Weverton;Brasil;Brazil;BRA;GK;;;https://digitalhub.fifa.com/transform/c66a5712-81fa-4527-9e5a-8221f11b3274/WEVERTON_396315;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;56;0;0;0;60;60
441255;285023_43899;Dayne St Clair;Dayne St Clair;Canadá;Canada;CAN;GK;;;https://digitalhub.fifa.com/transform/0583604e-3974-45f0-ac6c-cdf0deaabe5c/ST-CLAIR-Dayne_441255;https://api.fifa.com/api/v3/picture/flags-sq-3/CAN;56;0;0;0;60;60
331732;285023_43899;Maxime Crepeau;Maxime Crepeau;Canadá;Canada;CAN;GK;;;https://digitalhub.fifa.com/transform/c4570ca7-10a7-44ca-901d-fee1e11e4400/CREPEAU-Maxime_331732;https://api.fifa.com/api/v3/picture/flags-sq-3/CAN;42;7;49;40;44;45
463817;285023_43899;Owen Goodman;Owen Goodman;Canadá;Canada;CAN;GK;;;https://digitalhub.fifa.com/transform/a226584e-2566-49be-b8e7-b8e73d3aa127/GOODMAN-Owen_463817;https://api.fifa.com/api/v3/picture/flags-sq-3/CAN;56;0;0;0;60;60
403090;285023_43854;Alban Lafont;Alban Lafont;Costa do Marfim;Côte d'Ivoire;CIV;GK;;;https://digitalhub.fifa.com/transform/4387ca2a-2c1e-4bee-baad-95e9485a4ba0/LAFONT-Alban_403090;https://api.fifa.com/api/v3/picture/flags-sq-3/CIV;56;0;0;0;60;60
