player_id;team_external_id;player_name_pt;player_name_en;team_name_pt;team_name_en;team_abbreviation;position_code;position_pt;position_en;player_image_url;team_flag_url;rank_offers_to_receive_total;offers_to_receive_total;offers_to_receive_in_behind;offers_to_receive_in_between;offers_to_receive_in_front;offers_to_receive_inside;offers_to_receive_outside;receptions_in_behind;receptions_between_midfield_and_defensive_line;receptions_under_pressure;number_of_involvements;rank_offers_to_receive_in_behind;rank_offers_to_receive_in_between;rank_offers_to_receive_in_front;rank_offers_to_receive_inside;rank_offers_to_receive_outside;rank_receptions_in_behind;rank_receptions_between_midfield_and_defensive_line;rank_receptions_under_pressure;rank_number_of_involvements
339683;285023_43934;;Kevin Stoeger;;;;;;;;;1251;;;;;;;;;;;1251;1251;1251;1251;1251;1251;1251;1251;1251
405761;285023_43926;;Kevin Viveros;;;;;;;;;1252;;;;;;;;;;;1252;1252;1252;1252;1252;1252;1252;1252;1252
486593;285023_43834;;Khaled Binsabaa;;;;;;;;;1254;;;;;;;;;;;1254;1254;1254;1254;1254;1254;1254;1254;1254
419437;285023_43834;;Khaled Mohammed;;;;;;;;;1255;;;;;;;;;;;1255;1255;1255;1255;1255;1255;1255;1255;1255
494268;285023_43855;;Khaled Sobhy;;;;;;;;;1256;;;;;;;;;;;1256;1256;1256;1256;1256;1256;1256;1256;1256
511879;285023_43820;;Khaled Zakaria;;;;;;;;;1257;;;;;;;;;;;1257;1257;1257;1257;1257;1257;1257;1257;1257
421378;285023_43946;;Khephren Thuram;;;;;;;;;1260;;;;;;;;;;;1260;1260;1260;1260;1260;1260;1260;1260;1260
484287;285023_44005;;Khusain Norchaev;;;;;;;;;1264;;;;;;;;;;;1264;1264;1264;1264;1264;1264;1264;1264;1264
495263;285023_43942;;Kiernan Dewsbury Hall;;;;;;;;;1266;;;;;;;;;;;1266;1266;1266;1266;1266;1266;1266;1266;1266
502758;285023_43967;;Kieron Bowie;;;;;;;;;1267;;;;;;;;;;;1267;1267;1267;1267;1267;1267;1267;1267;1267
512152;285023_43843;;Kilian Belazzoug;;;;;;;;;1268;;;;;;;;;;;1268;1268;1268;1268;1268;1268;1268;1268;1268
492359;285023_43935;;Killian Sardella;;;;;;;;;1269;;;;;;;;;;;1269;1269;1269;1269;1269;1269;1269;1269;1269
492192;285023_43822;;Kim Bongsoo;;;;;;;;;1270;;;;;;;;;;;1270;1270;1270;1270;1270;1270;1270;1270;1270
464376;285023_43822;;Kim Jisoo;;;;;;;;;1272;;;;;;;;;;;1272;1272;1272;1272;1272;1272;1272;1272;1272
418482;285023_43822;;Kim Jusung;;;;;;;;;1273;;;;;;;;;;;1273;1273;1273;1273;1273;1273;1273;1273;1273
522265;285023_43822;;Kim Taehyun;;;;;;;;;1278;;;;;;;;;;;1278;1278;1278;1278;1278;1278;1278;1278;1278
401460;285023_43946;;Kingsley Coman;;;;;;;;;1279;;;;;;;;;;;1279;1279;1279;1279;1279;1279;1279;1279;1279
483509;285023_43960;;Kjell Scherpen;;;;;;;;;1280;;;;;;;;;;;1280;1280;1280;1280;1280;1280;1280;1280;1280
448559;285023_43819;;Kodai Sano;;;;;;;;;1282;;;;;;;;;;;1282;1282;1282;1282;1282;1282;1282;1282;1282
371850;285023_43819;;Koji Miyoshi;;;;;;;;;1283;;;;;;;;;;;1283;1283;1283;1283;1283;1283;1283;1283;1283
371898;285023_43819;;Koki Machida;;;;;;;;;1285;;;;;;;;;;;1285;1285;1285;1285;1285;1285;1285;1285;1285
405532;285023_43819;;Kosei Tani;;;;;;;;;1289;;;;;;;;;;;1289;1289;1289;1289;1289;1289;1289;1289;1289
522868;285023_43899;;Kosi Thompson;;;;;;;;;1290;;;;;;;;;;;1290;1290;1290;1290;1290;1290;1290;1290;1290
448562;285023_43819;;Kota Takai;;;;;;;;;1292;;;;;;;;;;;1292;1292;1292;1292;1292;1292;1292;1292;1292
510886;285023_43961;;Kristian Arnstad;;;;;;;;;1295;;;;;;;;;;;1295;1295;1295;1295;1295;1295;1295;1295;1295
477826;285023_43850;;Kristopher Da Graca;;;;;;;;;1300;;;;;;;;;;;1300;1300;1300;1300;1300;1300;1300;1300;1300
514333;285023_43995;;Krystof Danek;;;;;;;;;1301;;;;;;;;;;;1301;1301;1301;1301;1301;1301;1301;1301;1301
484268;285023_43818;;Kumel Saadi;;;;;;;;;1302;;;;;;;;;;;1302;1302;1302;1302;1302;1302;1302;1302;1302
448566;285023_43819;;Kuryu Matsuki;;;;;;;;;1303;;;;;;;;;;;1303;1303;1303;1303;1303;1303;1303;1303;1303
505864;285023_44005;;Kuvondik Ruziev;;;;;;;;;1304;;;;;;;;;;;1304;1304;1304;1304;1304;1304;1304;1304;1304
523184;285023_43860;;Kwadwo Baah;;;;;;;;;1305;;;;;;;;;;;1305;1305;1305;1305;1305;1305;1305;1305;1305
484868;285023_43971;;Kwadwo Duah;;;;;;;;;1306;;;;;;;;;;;1306;1306;1306;1306;1306;1306;1306;1306;1306
517731;285023_43899;;Kwasi Poku;;;;;;;;;1307;;;;;;;;;;;1307;1307;1307;1307;1307;1307;1307;1307;1307
491135;285023_43822;;Kwon Hyeokkyu;;;;;;;;;1309;;;;;;;;;;;1309;1309;1309;1309;1309;1309;1309;1309;1309
392490;285023_43822;;Kwon Kyungwon;;;;;;;;;1310;;;;;;;;;;;1310;1310;1310;1310;1310;1310;1310;1310;1310
389539;285023_43976;;Kye Rowles;;;;;;;;;1311;;;;;;;;;;;1311;1311;1311;1311;1311;1311;1311;1311;1311
517795;285023_43978;;Kyle Adams;;;;;;;;;1312;;;;;;;;;;;1312;1312;1312;1312;1312;1312;1312;1312;1312
463682;285023_43922;;Lautaro Di Lollo;;;;;;;;;1319;;;;;;;;;;;1319;1319;1319;1319;1319;1319;1319;1319;1319
506470;285023_1895293;;Leandro Merencia;;;;;;;;;1324;;;;;;;;;;;1324;1324;1324;1324;1324;1324;1324;1324;1324
368621;285023_43822;;Lee Changgeun;;;;;;;;;1328;;;;;;;;;;;1328;1328;1328;1328;1328;1328;1328;1328;1328
429598;285023_43822;;Lee Dongjun;;;;;;;;;1330;;;;;;;;;;;1330;1330;1330;1330;1330;1330;1330;1330;1330
522271;285023_43822;;Lee Hojae;;;;;;;;;1333;;;;;;;;;;;1333;1333;1333;1333;1333;1333;1333;1333;1333
464393;285023_43822;;Lee Hyunju;;;;;;;;;1334;;;;;;;;;;;1334;1334;1334;1334;1334;1334;1334;1334;1334
368620;285023_43822;;Lee Myungjae;;;;;;;;;1337;;;;;;;;;;;1337;1337;1337;1337;1337;1337;1337;1337;1337
390081;285023_43822;;Lee Seungwoo;;;;;;;;;1338;;;;;;;;;;;1338;1338;1338;1338;1338;1338;1338;1338;1338
402814;285023_43822;;Lee Youhyeon;;;;;;;;;1340;;;;;;;;;;;1340;1340;1340;1340;1340;1340;1340;1340;1340
495889;285023_43948;;Lennart Karl;;;;;;;;;1341;;;;;;;;;;;1341;1341;1341;1341;1341;1341;1341;1341;1341
495432;285023_43967;;Lennon Miller;;;;;;;;;1342;;;;;;;;;;;1342;1342;1342;1342;1342;1342;1342;1342;1342
431878;285023_43924;;Leo Ortiz;;;;;;;;;1344;;;;;;;;;;;1344;1344;1344;1344;1344;1344;1344;1344;1344
484703;285023_43969;;Leo Roman;;;;;;;;;1347;;;;;;;;;;;1347;1347;1347;1347;1347;1347;1347;1347;1347
418624;285023_43819;;Leobrian Kokubo;;;;;;;;;1348;;;;;;;;;;;1348;1348;1348;1348;1348;1348;1348;1348;1348
416723;285023_43922;;Leonardo Balerdi;;;;df;;;;;1350;;;;;;;;;;;1350;1350;1350;1350;1350;1350;1350;1350;1350
419009;285023_43927;;Leonardo Campana;;;;;;;;;1351;;;;;;;;;;;1351;1351;1351;1351;1351;1351;1351;1351;1351
473051;285023_43927;;Leonardo Realpe;;;;;;;;;1352;;;;;;;;;;;1352;1352;1352;1352;1352;1352;1352;1352;1352
448115;285023_43971;;Leonidas Stergiou;;;;;;;;;1353;;;;;;;;;;;1353;1353;1353;1353;1353;1353;1353;1353;1353
485099;285023_43934;;Leopold Querfeld;;;;;;;;;1354;;;;;;;;;;;1354;1354;1354;1354;1354;1354;1354;1354;1354
517128;285023_43970;;Leopold Wahlstedt;;;;;;;;;1355;;;;;;;;;;;1355;1355;1355;1355;1355;1355;1355;1355;1355
467940;285023_43908;;Leverton Pierre;;;;mf;;;https://digitalhub.fifa.com/transform/86c653d1-8176-498c-ac06-9dd91808b6ac/LEVERTON-PIERRE_467940_Front;;1357;;;;;;;;;;;1357;1357;1357;1357;1357;1357;1357;1357;1357
473112;285023_43942;;Levi Colwill;;;;;;;;;1358;;;;;;;;;;;1358;1358;1358;1358;1358;1358;1358;1358;1358
439649;285023_43942;;Lewis Hall;;;;;;;;;1360;;;;;;;;;;;1360;1360;1360;1360;1360;1360;1360;1360;1360
486718;285023_43967;;Lewis Morgan;;;;;;;;;1361;;;;;;;;;;;1361;1361;1361;1361;1361;1361;1361;1361;1361
461096;285023_43978;;Liam Gillion;;;;;;;;;1362;;;;;;;;;;;1362;1362;1362;1362;1362;1362;1362;1362;1362
522991;285023_43967;;Liam Mcfarlane;;;;;;;;;1364;;;;;;;;;;;1364;1364;1364;1364;1364;1364;1364;1364;1364
522983;285023_43967;;Liam Morrison;;;;;;;;;1366;;;;;;;;;;;1366;1366;1366;1366;1366;1366;1366;1366;1366
371927;285023_43970;;Linus Wahlqvist;;;;;;;;;1368;;;;;;;;;;;1368;1368;1368;1368;1368;1368;1368;1368;1368
487006;285023_43946;;Loic Bade;;;;;;;;;1375;;;;;;;;;;;1375;1375;1375;1375;1375;1375;1375;1375;1375
448368;285023_43935;;Lois Openda;;;;;;;;;1376;;;;;;;;;;;1376;1376;1376;1376;1376;1376;1376;1376;1376
314107;285023_43928;;Lorenzo Melgarejo;;;;;;;;;1377;;;;;;;;;;;1377;1377;1377;1377;1377;1377;1377;1377;1377
520248;285023_43888;;Louey Ben Farhat;;;;;;;;;1378;;;;;;;;;;;1378;1378;1378;1378;1378;1378;1378;1378;1378
448181;285023_43938;;Lovro Majer;;;;;;;;;1380;;;;;;;;;;;1380;1380;1380;1380;1380;1380;1380;1380;1380
522871;285023_43899;;Luca Petrasso;;;;;;;;;1383;;;;;;;;;;;1383;1383;1383;1383;1383;1383;1383;1383;1383
485661;285023_43946;;Lucas Chevalier;;;;;;;;;1386;;;;;;;;;;;1386;1386;1386;1386;1386;1386;1386;1386;1386
408119;285023_43922;;Lucas Martinez Quarta;;;;;;;;;1390;;;;;;;;;;;1390;1390;1390;1390;1390;1390;1390;1390;1390
508193;285023_43928;;Lucas Romero;;;;;;;;;1393;;;;;;;;;;;1393;1393;1393;1393;1393;1393;1393;1393;1393
520145;285023_43935;;Lucas Stassin;;;;;;;;;1394;;;;;;;;;;;1394;1394;1394;1394;1394;1394;1394;1394;1394
514017;285023_43924;;Luciano Juba;;;;;;;;;1395;;;;;;;;;;;1395;1395;1395;1395;1395;1395;1395;1395;1395
463841;285023_43930;;Luciano Rodriguez;;;;;;;;;1396;;;;;;;;;;;1396;1396;1396;1396;1396;1396;1396;1396;1396
463942;285023_43960;;Luciano Valente;;;;;;;;;1397;;;;;;;;;;;1397;1397;1397;1397;1397;1397;1397;1397;1397
506201;285023_43854;;Luck Zogbe;;;;;;;;;1398;;;;;;;;;;;1398;1398;1398;1398;1398;1398;1398;1398;1398
395264;285023_43970;;Ludwig Augustinsson;;;;;;;;;1399;;;;;;;;;;;1399;1399;1399;1399;1399;1399;1399;1399;1399
523151;285023_43927;;Luis Fragozo;;;;;;;;;1402;;;;;;;;;;;1402;1402;1402;1402;1402;1402;1402;1402;1402
403014;285023_43963;;Luis Maximiano;;;;;;;;;1403;;;;;;;;;;;1403;1403;1403;1403;1403;1403;1403;1403;1403
511759;285023_43899;;Luka Gavran;;;;;;;;;1409;;;;;;;;;;;1409;1409;1409;1409;1409;1409;1409;1409;1409
492369;285023_44037;;Luka Kulenovic;;;;;;;;;1410;;;;;;;;;;;1410;1410;1410;1410;1410;1410;1410;1410;1410
483979;285023_44037;;Luka Menalo;;;;;;;;;1411;;;;;;;;;;;1411;1411;1411;1411;1411;1411;1411;1411;1411
522755;285023_43938;;Luka Stojkovic;;;;;;;;;1413;;;;;;;;;;;1413;1413;1413;1413;1413;1413;1413;1413;1413
523074;285023_43995;;Lukas Ambros;;;;;;;;;1416;;;;;;;;;;;1416;1416;1416;1416;1416;1416;1416;1416;1416
463601;285023_43978;;Lukas Kelly Heald;;;;;;;;;1419;;;;;;;;;;;1419;1419;1419;1419;1419;1419;1419;1419;1419
483968;285023_43995;;Lukas Sadilek;;;;;;;;;1421;;;;;;;;;;;1421;1421;1421;1421;1421;1421;1421;1421;1421
504833;285023_43978;;Luke Brooke Smith;;;;;;;;;1422;;;;;;;;;;;1422;1422;1422;1422;1422;1422;1422;1422;1422
522998;285023_43967;;Luke Graham;;;;;;;;;1423;;;;;;;;;;;1423;1423;1423;1423;1423;1423;1423;1423;1423
336450;285023_43942;;Luke Shaw;;;;;;;;;1425;;;;;;;;;;;1425;1425;1425;1425;1425;1425;1425;1425;1425
491211;285023_43935;;Maarten Vandevoordt;;;;;;;;;1429;;;;;;;;;;;1429;1429;1429;1429;1429;1429;1429;1429;1429
498147;285023_43817;;Mahdi Mohebi;;;;;;;;;1431;;;;;;;;;;;1431;1431;1431;1431;1431;1431;1431;1431;1431
464493;285023_43888;;Mahmoud Ghorbel;;;;;;;;;1435;;;;;;;;;;;1435;1435;1435;1435;1435;1435;1435;1435;1435
448526;285023_43860;;Majeed Ashimeru;;;;;;;;;1437;;;;;;;;;;;1437;1437;1437;1437;1437;1437;1437;1437;1437
464894;285023_44005;;Makhmudjon Makhamadjonov;;;;;;;;;1438;;;;;;;;;;;1438;1438;1438;1438;1438;1438;1438;1438;1438
419178;285023_43879;;Malang Sarr;;;;;;;;;1439;;;;;;;;;;;1439;1439;1439;1439;1439;1439;1439;1439;1439
523137;285023_43927;;Malcom Dacosta;;;;;;;;;1440;;;;;;;;;;;1440;1440;1440;1440;1440;1440;1440;1440;1440
433532;285023_43820;;Malek Shalabiya;;;;;;;;;1441;;;;;;;;;;;1441;1441;1441;1441;1441;1441;1441;1441;1441
491213;285023_43935;;Malick Fofana;;;;;;;;;1442;;;;;;;;;;;1442;1442;1442;1442;1442;1442;1442;1442;1442
423926;285023_43899;;Malik Henry;;;;;;;;;1444;;;;;;;;;;;1444;1444;1444;1444;1444;1444;1444;1444;1444
418802;285023_43879;;Mamadou Camara;;;;;;;;;1447;;;;;;;;;;;1447;1447;1447;1447;1447;1447;1447;1447;1447
520224;285023_43879;;Mamadou Diakhon;;;;;;;;;1448;;;;;;;;;;;1448;1448;1448;1448;1448;1448;1448;1448;1448
418790;285023_43879;;Mamadou Mbow;;;;;;;;;1449;;;;;;;;;;;1449;1449;1449;1449;1449;1449;1449;1449;1449
483293;285023_43935;;Mandela Keita;;;;;;;;;1451;;;;;;;;;;;1451;1451;1451;1451;1451;1451;1451;1451;1451
523178;285023_43860;;Manu Duah;;;;;;;;;1452;;;;;;;;;;;1452;1452;1452;1452;1452;1452;1452;1452;1452
448563;285023_43819;;Mao Hosoya;;;;;;;;;1457;;;;;;;;;;;1457;1457;1457;1457;1457;1457;1457;1457;1457
474937;285023_43969;;Marc Bernal;;;;;;;;;1459;;;;;;;;;;;1459;1459;1459;1459;1459;1459;1459;1459;1459
518382;285023_20014;;Marc Bola;;;;;;;;;1460;;;;;;;;;;;1460;1460;1460;1460;1460;1460;1460;1460;1460
448053;285023_43899;;Marcelo Flores;;;;mf;;;;;1466;;;;;;;;;;;1466;1466;1466;1466;1466;1466;1466;1466;1466
386316;285023_43930;;Marcelo Saracchi;;;;;;;;;1467;;;;;;;;;;;1467;1467;1467;1467;1467;1467;1467;1467;1467
441090;285023_43934;;Marco Gruell;;;;;;;;;1470;;;;;;;;;;;1470;1470;1470;1470;1470;1470;1470;1470;1470
476341;285023_43922;;Marco Pellegrino;;;;;;;;;1472;;;;;;;;;;;1472;1472;1472;1472;1472;1472;1472;1472;1472
401204;285023_43922;;Marcos Acuna;;;;;;;;;1473;;;;;;;;;;;1473;1473;1473;1473;1473;1473;1473;1473;1473
504939;285023_43976;;Marcus Younis;;;;;;;;;1479;;;;;;;;;;;1479;1479;1479;1479;1479;1479;1479;1479;1479
448357;285023_20014;;Mario Stroeykens;;;;;;;;;1482;;;;;;;;;;;1482;1482;1482;1482;1482;1482;1482;1482;1482
512467;285023_43872;;Marouane Louadni;;;;;;;;;1489;;;;;;;;;;;1489;1489;1489;1489;1489;1489;1489;1489;1489
372320;285023_43888;;Marouane Sahraoui;;;;;;;;;1490;;;;;;;;;;;1490;1490;1490;1490;1490;1490;1490;1490;1490
520144;285023_43854;;Martial Godo;;;;;;;;;1493;;;;;;;;;;;1493;1493;1493;1493;1493;1493;1493;1493;1493
430431;285023_43976;;Martin Boyle;;;;;;;;;1495;;;;;;;;;;;1495;1495;1495;1495;1495;1495;1495;1495;1495
491238;285023_43995;;Martin Jedlicka;;;;;;;;;1498;;;;;;;;;;;1498;1498;1498;1498;1498;1498;1498;1498;1498
476088;285023_43914;;Martin Krug;;;;;;;;;1499;;;;;;;;;;;1499;1499;1499;1499;1499;1499;1499;1499;1499
483956;285023_43995;;Martin Vitik;;;;;;;;;1501;;;;;;;;;;;1501;1501;1501;1501;1501;1501;1501;1501;1501
477359;285023_43835;;Marwan Alsahafi;;;;;;;;;1506;;;;;;;;;;;1506;1506;1506;1506;1506;1506;1506;1506;1506
419420;285023_43834;;Marwan Badreldin;;;;;;;;;1507;;;;;;;;;;;1507;1507;1507;1507;1507;1507;1507;1507;1507
523216;285023_43817;;Masoud Mohebbi;;;;;;;;;1509;;;;;;;;;;;1509;1509;1509;1509;1509;1509;1509;1509;1509
523117;285023_43995;;Matej Hadas;;;;;;;;;1510;;;;;;;;;;;1510;1510;1510;1510;1510;1510;1510;1510;1510
489739;285023_43995;;Matej Rynes;;;;;;;;;1512;;;;;;;;;;;1512;1512;1512;1512;1512;1512;1512;1512;1512
360749;285023_43995;;Matej Vydra;;;;;;;;;1513;;;;;;;;;;;1513;1513;1513;1513;1513;1513;1513;1513;1513
463132;285023_43928;;Mateo Gamarra;;;;;;;;;1515;;;;;;;;;;;1515;1515;1515;1515;1515;1515;1515;1515;1515
520237;285023_43963;;Mateus Fernandes;;;;;;;;;1517;;;;;;;;;;;1517;1517;1517;1517;1517;1517;1517;1517;1517
439597;285023_43924;;Matheus Pereira;;;;;;;;;1520;;;;;;;;;;;1520;1520;1520;1520;1520;1520;1520;1520;1520
405185;285023_43961;;Mathias Dyngeland;;;;;;;;;1523;;;;;;;;;;;1523;1523;1523;1523;1523;1523;1523;1523;1523
386222;285023_43934;;Mathias Honsak;;;;;;;;;1524;;;;;;;;;;;1524;1524;1524;1524;1524;1524;1524;1524;1524
428012;285023_43928;;Mathias Villasanti;;;;;;;;;1526;;;;;;;;;;;1526;1526;1526;1526;1526;1526;1526;1526;1526
463859;285023_43930;;Matias Abaldo;;;;;;;;;1528;;;;;;;;;;;1528;1528;1528;1528;1528;1528;1528;1528;1528
441419;285023_43922;;Matias Soule;;;;;;;;;1531;;;;;;;;;;;1531;1531;1531;1531;1531;1531;1531;1531;1531
491212;285023_43935;;Matte Smets;;;;;;;;;1536;;;;;;;;;;;1536;1536;1536;1536;1536;1536;1536;1536;1536
419164;285023_43946;;Matteo Guendouzi;;;;;;;;;1537;;;;;;;;;;;1537;1537;1537;1537;1537;1537;1537;1537;1537
463594;285023_43978;;Matthew Dibley Dias;;;;;;;;;1538;;;;;;;;;;;1538;1538;1538;1538;1538;1538;1538;1538;1538
423596;285023_43978;;Matthew Garbett;;;;mf;;;;;1539;;;;;;;;;;;1539;1539;1539;1539;1539;1539;1539;1539;1539
463609;285023_43978;;Matthew Sheridan;;;;;;;;;1540;;;;;;;;;;;1540;1540;1540;1540;1540;1540;1540;1540;1540
379736;285023_43948;;Matthias Ginter;;;;;;;;;1541;;;;;;;;;;;1541;1541;1541;1541;1541;1541;1541;1541;1541
483265;285023_43934;;Matthias Seidl;;;;;;;;;1542;;;;;;;;;;;1542;1542;1542;1542;1542;1542;1542;1542;1542
522711;285023_43946;;Matthieu Udol;;;;;;;;;1544;;;;;;;;;;;1544;1544;1544;1544;1544;1544;1544;1544;1544
404560;285023_43960;;Matthijs De Ligt;;;;;;;;;1545;;;;;;;;;;;1545;1545;1545;1545;1545;1545;1545;1545;1545
398654;285023_43935;;Matz Sels;;;;;;;;;1547;;;;;;;;;;;1547;1547;1547;1547;1547;1547;1547;1547;1547
386282;285023_43930;;Mauro Arambarri;;;;;;;;;1549;;;;;;;;;;;1549;1549;1549;1549;1549;1549;1549;1549;1549
492182;285023_43976;;Max Balard;;;;;;;;;1551;;;;;;;;;;;1551;1551;1551;1551;1551;1551;1551;1551;1551
489485;285023_43967;;Max Johnston;;;;;;;;;1553;;;;;;;;;;;1553;1553;1553;1553;1553;1553;1553;1553;1553
405474;285023_43978;;Max Mata;;;;;;;;;1554;;;;;;;;;;;1554;1554;1554;1554;1554;1554;1554;1554;1554
403130;285023_43948;;Maximilian Mittelstaedt;;;;;;;;;1560;;;;;;;;;;;1560;1560;1560;1560;1560;1560;1560;1560;1560
406711;285023_43934;;Maximilian Woeber;;;;;;;;;1561;;;;;;;;;;;1561;1561;1561;1561;1561;1561;1561;1561;1561
463670;285023_43922;;Maximo Perrone;;;;;;;;;1562;;;;;;;;;;;1562;1562;1562;1562;1562;1562;1562;1562;1562
405685;285023_43818;;Maytham Jabbar;;;;;;;;;1563;;;;;;;;;;;1563;1563;1563;1563;1563;1563;1563;1563;1563
511012;285023_43843;;Mehdi Dorval;;;;;;;;;1565;;;;;;;;;;;1565;1565;1565;1565;1565;1565;1565;1565;1565
498510;285023_43817;;Mehdi Hashemnejad;;;;;;;;;1567;;;;;;;;;;;1567;1567;1567;1567;1567;1567;1567;1567;1567
519956;285023_43970;;Melker Ellborg;;;;;;;;;1570;;;;;;;;;;;1570;1570;1570;1570;1570;1570;1570;1570;1570
523224;285023_43817;;Mersad Seifi;;;;;;;;;1575;;;;;;;;;;;1575;1575;1575;1575;1575;1575;1575;1575;1575
522290;285023_43971;;Michael Heule;;;;;;;;;1582;;;;;;;;;;;1582;1582;1582;1582;1582;1582;1582;1582;1582
506093;285023_43995;;Michal Beran;;;;;;;;;1586;;;;;;;;;;;1586;1586;1586;1586;1586;1586;1586;1586;1586
378835;285023_43935;;Michy Batshuayi;;;;;;;;;1589;;;;;;;;;;;1589;1589;1589;1589;1589;1589;1589;1589;1589
507768;285023_43908;;Miguel Joseph;;;;;;;;;1592;;;;;;;;;;;1592;1592;1592;1592;1592;1592;1592;1592;1592
489700;285023_43930;;Miguel Merentiel;;;;;;;;;1593;;;;;;;;;;;1593;1593;1593;1593;1593;1593;1593;1593;1593
520146;285023_43935;;Mika Godts;;;;;;;;;1595;;;;;;;;;;;1595;1595;1595;1595;1595;1595;1595;1595;1595
371430;285023_43908;;Mikael Cantave;;;;;;;;;1596;;;;;;;;;;;1596;1596;1596;1596;1596;1596;1596;1596;1596
395271;285023_43970;;Mikael Ishak;;;;;;;;;1597;;;;;;;;;;;1597;1597;1597;1597;1597;1597;1597;1597;1597
494890;285023_43922;;Milton Delgado;;;;;;;;;1605;;;;;;;;;;;1605;1605;1605;1605;1605;1605;1605;1605;1605
522651;285023_43948;;Mio Backhaus;;;;;;;;;1606;;;;;;;;;;;1606;1606;1606;1606;1606;1606;1606;1606;1606
448163;285023_43938;;Mislav Orsic;;;;;;;;;1608;;;;;;;;;;;1608;1608;1608;1608;1608;1608;1608;1608;1608
431745;285023_43976;;Mitchell Duke;;;;;;;;;1609;;;;;;;;;;;1609;1609;1609;1609;1609;1609;1609;1609;1609
478980;285023_43820;;Mohamed Abukhalil;;;;;;;;;1612;;;;;;;;;;;1612;1612;1612;1612;1612;1612;1612;1612;1612
416591;285023_43888;;Mohamed Ali Ben Romdhane;;;;;;;;;1614;;;;;;;;;;;1614;1614;1614;1614;1614;1614;1614;1614;1614
486535;285023_43818;;Mohamed Altaay;;;;;;;;;1615;;;;;;;;;;;1615;1615;1615;1615;1615;1615;1615;1615;1615
512118;285023_43843;;Mohamed Azzi;;;;;;;;;1619;;;;;;;;;;;1619;1619;1619;1619;1619;1619;1619;1619;1619
477808;285023_43843;;Mohamed Belloumi;;;;;;;;;1620;;;;;;;;;;;1620;1620;1620;1620;1620;1620;1620;1620;1620
433411;285023_43872;;Mohamed Chibi;;;;;;;;;1621;;;;;;;;;;;1621;1621;1621;1621;1621;1621;1621;1621;1621
486282;285023_43854;;Mohamed Diomande;;;;;;;;;1622;;;;;;;;;;;1622;1622;1622;1622;1622;1622;1622;1622;1622
372325;285023_43888;;Mohamed Drager;;;;;;;;;1623;;;;;;;;;;;1623;1623;1623;1623;1623;1623;1623;1623;1623
486383;285023_43843;;Mohamed Farsi;;;;;;;;;1625;;;;;;;;;;;1625;1625;1625;1625;1625;1625;1625;1625;1625
440354;285023_43843;;Mohamed Khacef;;;;;;;;;1629;;;;;;;;;;;1629;1629;1629;1629;1629;1629;1629;1629;1629
486605;285023_43834;;Mohamed Khaled;;;;;;;;;1630;;;;;;;;;;;1630;1630;1630;1630;1630;1630;1630;1630;1630
506261;285023_43855;;Mohamed Rabia;;;;;;;;;1633;;;;;;;;;;;1633;1633;1633;1633;1633;1633;1633;1633;1633
512473;285023_43872;;Mohamed Rabie Hrimat;;;;;;;;;1634;;;;;;;;;;;1634;1634;1634;1634;1634;1634;1634;1634;1634
483169;285023_43855;;Mohamed Shehata;;;;;;;;;1636;;;;;;;;;;;1636;1636;1636;1636;1636;1636;1636;1636;1636
511882;285023_43820;;Mohammad Alkloub;;;;;;;;;1643;;;;;;;;;;;1643;1643;1643;1643;1643;1643;1643;1643;1643
448500;285023_43817;;Mohammad Khodabandelo;;;;;;;;;1645;;;;;;;;;;;1645;1645;1645;1645;1645;1645;1645;1645;1645
479070;285023_43817;;Mohammadjavad Hosseinnezhad;;;;;;;;;1647;;;;;;;;;;;1647;1647;1647;1647;1647;1647;1647;1647;1647
498463;285023_43818;;Mohammed Jawad;;;;;;;;;1650;;;;;;;;;;;1650;1650;1650;1650;1650;1650;1650;1650;1650
433437;285023_43835;;Mohammed Khubrani;;;;;;;;;1651;;;;;;;;;;;1651;1651;1651;1651;1651;1651;1651;1651;1651
433568;285023_43818;;Mohammed Qasim;;;;;;;;;1653;;;;;;;;;;;1653;1653;1653;1653;1653;1653;1653;1653;1653
482648;285023_43818;;Mohammed Salih;;;;;;;;;1654;;;;;;;;;;;1654;1654;1654;1654;1654;1654;1654;1654;1654
419449;285023_43834;;Mohammed Waad;;;;;;;;;1655;;;;;;;;;;;1655;1655;1655;1655;1655;1655;1655;1655;1655
433869;285023_43818;;Mohanad Jeahze;;;;;;;;;1657;;;;;;;;;;;1657;1657;1657;1657;1657;1657;1657;1657;1657
397891;285023_43820;;Mohannad Alsouliman;;;;;;;;;1660;;;;;;;;;;;1660;1660;1660;1660;1660;1660;1660;1660;1660
491168;285023_43820;;Mohannad Semreen;;;;;;;;;1661;;;;;;;;;;;1661;1661;1661;1661;1661;1661;1661;1661;1661
511899;285023_43820;;Momen Alsaket;;;;;;;;;1667;;;;;;;;;;;1667;1667;1667;1667;1667;1667;1667;1667;1667
466847;285023_43908;;Mondy Prunier;;;;;;;;;1668;;;;;;;;;;;1668;1668;1668;1668;1668;1668;1668;1668;1668
482873;285023_43843;;Monsef Bakrar;;;;;;;;;1669;;;;;;;;;;;1669;1669;1669;1669;1669;1669;1669;1669;1669
481184;285023_43818;;Montader Madjed;;;;;;;;;1670;;;;;;;;;;;1670;1670;1670;1670;1670;1670;1670;1670;1670
