player_id;team_external_id;player_name_pt;player_name_en;team_name_pt;team_name_en;team_abbreviation;position_code;position_pt;position_en;player_image_url;team_flag_url;rank_offers_to_receive_total;offers_to_receive_total;offers_to_receive_in_behind;offers_to_receive_in_between;offers_to_receive_in_front;offers_to_receive_inside;offers_to_receive_outside;receptions_in_behind;receptions_between_midfield_and_defensive_line;receptions_under_pressure;number_of_involvements;rank_offers_to_receive_in_behind;rank_offers_to_receive_in_between;rank_offers_to_receive_in_front;rank_offers_to_receive_inside;rank_offers_to_receive_outside;rank_receptions_in_behind;rank_receptions_between_midfield_and_defensive_line;rank_receptions_under_pressure;rank_number_of_involvements
372243;285023_43934;Philipp Lienhart;Philipp Lienhart;Áustria;Austria;AUT;df;;;https://digitalhub.fifa.com/transform/b2217b87-df88-4228-8235-a7ec752aef31/LIENHART-Philipp_372243;https://api.fifa.com/api/v3/picture/flags-sq-3/AUT;709;21;0;1;20;10;11;0;1;18;295;838;823;346;689;649;559;833;609;239
463288;285023_43934;Phillip Mwene;Phillip Mwene;Áustria;Austria;AUT;df;;;https://digitalhub.fifa.com/transform/c7b91eab-9cfc-4f0f-be61-71d31d1c4db8/MWENE-Phillip_463288;https://api.fifa.com/api/v3/picture/flags-sq-3/AUT;583;33;10;13;10;5;28;8;21;16;149;461;504;533;812;382;41;310;645;522
463283;285023_43934;Romano Schmid;Romano Schmid;Áustria;Austria;AUT;mf;;;https://digitalhub.fifa.com/transform/558d5b09-0c44-4c7e-bccb-1bf9ac31ca72/SCHMID-Romano_463283;https://api.fifa.com/api/v3/picture/flags-sq-3/AUT;146;131;45;71;15;81;50;6;46;76;220;119;87;427;127;182;76;101;100;372
430100;285023_43934;Sasa Kalajdzic;Sasa Kalajdzic;Áustria;Austria;AUT;fw;;;https://digitalhub.fifa.com/transform/5d061c8b-6223-45c9-b1fa-c02624542eee/KALAJDZIC-Sasa_430100;https://api.fifa.com/api/v3/picture/flags-sq-3/AUT;767;17;9;8;0;13;4;0;28;17;61;490;598;897;609;842;559;217;627;751
441067;285023_43934;Stefan Posch;Stefan Posch;Áustria;Austria;AUT;df;;;https://digitalhub.fifa.com/transform/c888b84b-0ddd-496f-b621-f281e4e54911/POSCH-Stefan_441067;https://api.fifa.com/api/v3/picture/flags-sq-3/AUT;244;96;30;47;19;13;83;4;26;88;274;238;188;361;609;71;139;241;63;264
385531;285023_43934;Xaver Schlager;Xaver Schlager;Áustria;Austria;AUT;mf;;;https://digitalhub.fifa.com/transform/f00dad89-01ad-4a76-9b69-9da9b0cccceb/SCHLAGER-Xaver_385531;https://api.fifa.com/api/v3/picture/flags-sq-3/AUT;191;112;2;48;62;92;20;0;8;61;301;696;175;83;106;485;559;530;183;229
433092;285023_43935;Alexis Saelemaekers;Alexis Saelemaekers;Bélgica;Belgium;BEL;MF;;;https://digitalhub.fifa.com/transform/f4764c32-f702-4695-9658-28479916fa99/SAELEMAEKERS-Alexis_433092;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;347;69;22;33;14;36;33;1;28;17;101;297;287;449;321;320;379;217;627;640
448364;285023_43935;Amadou Onana;Amadou Onana;Bélgica;Belgium;BEL;MF;;;https://digitalhub.fifa.com/transform/697ee4f8-3df1-4ce5-a8b9-c9dae1ed6aba/ONANA-Amadou_448364;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;507;44;2;16;26;35;9;0;6;29;143;696;466;276;334;695;559;599;461;535
448346;285023_43935;Arthur Theate;Arthur Theate;Bélgica;Belgium;BEL;DF;;;https://digitalhub.fifa.com/transform/34da124d-c474-4154-90e9-aa132a5df818/THEATE-Arthur_448346;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;698;22;0;0;22;8;14;0;3;40;353;838;888;320;734;589;559;718;352;177
290821;285023_43935;Axel Witsel;Axel Witsel;Bélgica;Belgium;BEL;MF;;;https://digitalhub.fifa.com/transform/ff0110d3-0721-4983-bc62-018a993d8486/WITSEL-Axel_290821;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;1008;0;0;0;0;0;0;0;0;1;9;838;888;897;990;992;559;899;951;969
448360;285023_43935;Brandon Mechele;Brandon Mechele;Bélgica;Belgium;BEL;DF;;;https://digitalhub.fifa.com/transform/dda9e35d-eedf-403b-8953-a5dc213fbf67/MECHELE-Brandon_448360;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;345;70;5;5;60;31;39;1;9;69;772;582;674;87;372;263;379;507;129;16
448362;285023_43935;Charles De Ketelaere;Charles De Ketelaere;Bélgica;Belgium;BEL;FW;;;https://digitalhub.fifa.com/transform/2ce231c2-05f7-4353-921c-242c863a8d54/DE-KETELAERE-Charles_448362;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;124;138;88;47;3;93;45;9;61;68;188;17;188;746;100;208;32;53;138;439
497902;285023_43935;Diego Moreira;Diego Moreira;Bélgica;Belgium;BEL;MF;;;https://digitalhub.fifa.com/transform/dfe97726-1409-4cc2-8463-39184fab3a04/MOREIRA-Diego_497902;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;483;47;12;21;14;20;27;1;11;5;41;421;396;449;492;395;379;450;844;819
448377;285023_43935;Dodi Lukebakio;Dodi Lukebakio;Bélgica;Belgium;BEL;FW;;;https://digitalhub.fifa.com/transform/5672576a-616d-45a3-8f06-95aa772bb821/LUKEBAKIO-Dodi_448377;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;288;83;39;26;18;30;53;1;34;32;154;154;346;378;385;171;379;179;434;507
448343;285023_43935;Hans Vanaken;Hans Vanaken;Bélgica;Belgium;BEL;MF;;;https://digitalhub.fifa.com/transform/9018ca03-c5c1-4dc1-8d4f-7ee07308dc55/VANAKEN-Hans_448343;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;127;137;17;76;44;98;39;1;41;69;327;351;75;137;85;263;379;136;129;195
448341;285023_43935;Jeremy Doku;Jeremy Doku;Bélgica;Belgium;BEL;FW;;;https://digitalhub.fifa.com/transform/df41be47-900d-41fe-90eb-b493f7609869/DOKU-Jeremy_448341;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;147;130;44;65;21;52;78;3;74;63;203;126;99;329;217;86;190;33;168;407
506088;285023_43935;Joaquin Seys;Joaquin Seys;Bélgica;Belgium;BEL;DF;;;https://digitalhub.fifa.com/transform/33c2b9de-5ae7-4fa1-8db8-6cff8e2b02f0/SEYS-Joaquin_506088;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
358120;285023_43935;Kevin De Bruyne;Kevin De Bruyne;Bélgica;Belgium;BEL;MF;;;https://digitalhub.fifa.com/transform/41fb7de3-9f9e-44f1-b63f-0551f5d33b2b/DE-BRUYNE-Kevin_358120;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;39;203;71;82;50;113;90;6;56;71;391;37;58;116;55;52;76;63;123;145
448366;285023_43935;Koni De Winter;Koni De Winter;Bélgica;Belgium;BEL;df;;;https://digitalhub.fifa.com/transform/9a2ba0c4-2305-46f3-822c-42e8832cfe9e/KONI-DE-WINTER_448366_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
448355;285023_43935;Leandro Trossard;Leandro Trossard;Bélgica;Belgium;BEL;fw;;;https://digitalhub.fifa.com/transform/8f53b368-b16e-4879-84a9-f4d48eaa1146/LEANDRO-TROSSARD_448355_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;42;199;79;89;31;95;104;10;91;91;474;26;42;228;95;36;21;13;60;96
494025;285023_43935;Matias Fernandez Pardo;Matias Fernandez Pardo;Bélgica;Belgium;BEL;fw;;;https://digitalhub.fifa.com/transform/fc72899a-9621-45f0-af05-cf8b01c0c713/MATIAS-FERNANDEZ-PARDO_494025_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;709;21;15;5;1;8;13;2;18;9;43;382;674;833;734;609;269;342;758;811
448373;285023_43935;Maxim De Cuyper;Maxim De Cuyper;Bélgica;Belgium;BEL;df;;;https://digitalhub.fifa.com/transform/b949f525-14db-46a5-831b-4550ce71e4cf/MAXIM-DE-CUYPER_448373_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;193;111;43;39;29;39;72;7;36;61;493;129;236;250;298;108;59;164;183;86
499803;285023_43935;Mike Penders;Mike Penders;Bélgica;Belgium;BEL;gk;;;https://digitalhub.fifa.com/transform/1fe52924-fc71-4e83-bfef-288bf84544f3/MIKE-PENDERS_499803_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
514166;285023_43935;Nathan Ngoy;Nathan Ngoy;Bélgica;Belgium;BEL;df;;;https://digitalhub.fifa.com/transform/4f0fffb2-8ff9-4cc8-96f3-1b7d09e637a7/NATHAN-NGOY_514166_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;694;23;0;0;23;12;11;0;0;26;391;838;888;307;638;649;559;899;494;145
495349;285023_43935;Nicolas Raskin;Nicolas Raskin;Bélgica;Belgium;BEL;mf;;;https://digitalhub.fifa.com/transform/34c92092-db99-498d-85f7-4cefcbfdd167/NICOLAS-RASKIN_495349_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;129;136;7;37;92;94;42;1;10;45;406;525;249;32;99;231;379;479;299;133
358112;285023_43935;Romelu Lukaku;Romelu Lukaku;Bélgica;Belgium;BEL;fw;;;https://digitalhub.fifa.com/transform/338708d3-2ffc-4c40-9da3-0f0549a33ff8/ROMELU-LUKAKU_358112_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;164;123;79;41;3;104;19;1;49;41;103;26;220;746;71;499;379;91;339;634
495348;285023_43935;Senne Lammens;Senne Lammens;Bélgica;Belgium;BEL;gk;;;https://digitalhub.fifa.com/transform/699fc687-3e9a-4f7e-a75a-a378192358c3/SENNE-LAMMENS_495348_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
358106;285023_43935;Thibaut Courtois;Thibaut Courtois;Bélgica;Belgium;BEL;gk;;;https://digitalhub.fifa.com/transform/08f060f5-7a85-4d53-ac1d-f28eb2e61f72/THIBAUT-COURTOIS_358106_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;561;35;0;0;35;27;8;0;0;3;316;838;888;193;407;716;559;899;891;209
358122;285023_43935;Thomas Meunier;Thomas Meunier;Bélgica;Belgium;BEL;df;;;https://digitalhub.fifa.com/transform/813156b6-6326-41e1-b3f0-9764588da760/THOMAS-MEUNIER_358122_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;283;84;38;22;24;29;55;5;23;34;243;166;383;299;396;161;103;280;415;313
411443;285023_43935;Timothy Castagne;Timothy Castagne;Bélgica;Belgium;BEL;df;;;https://digitalhub.fifa.com/transform/fd48aa68-ed7e-4855-b7b2-570b8f31ce85/TIMOTHY-CASTAGNE_411443_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;98;148;66;30;52;43;105;8;22;77;506;51;312;111;262;33;41;295;98;81
401444;285023_43935;Youri Tielemans;Youri Tielemans;Bélgica;Belgium;BEL;mf;;;https://digitalhub.fifa.com/transform/4c4e7755-5011-4f18-a143-b1212b166e70/YOURI-TIELEMANS_401444_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;19;248;61;87;100;174;74;3;41;125;591;61;47;25;11;99;190;136;16;48
448369;285023_43935;Zeno Debast;Zeno Debast;Bélgica;Belgium;BEL;df;;;https://digitalhub.fifa.com/transform/c41d8a89-8219-46ea-972e-1048f84ed4bb/ZENO-DEBAST_448369_Front;https://api.fifa.com/api/v3/picture/flags-sq-3/BEL;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
482976;285023_44037;Amar Dedic;Amar Dedic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;DF;;;https://digitalhub.fifa.com/transform/87dcec5a-fbf4-45d7-8f1e-26e00140cce7/DEDIC-Amar_482976;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;414;56;23;19;14;11;45;1;3;40;204;290;424;449;661;208;379;718;352;400
494640;285023_44037;Amar Memic;Amar Memic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/c57e2c22-f510-4109-b3e7-72b5a6b862a9/MEMIC-Amar_494640;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;356;67;38;19;10;22;45;0;20;40;135;166;424;533;463;208;559;318;352;552
430196;285023_44037;Amir Hadziahmetovic;Amir Hadziahmetovic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/bbe9f175-c9cd-4a96-a655-cb2c4321d03b/HADZIAHMETOVIC-Amir_430196;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;996;1;0;1;0;1;0;0;0;0;9;838;823;897;945;992;559;899;985;969
489523;285023_44037;Armin Gigovic;Armin Gigovic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/41529cf6-4725-4885-abc1-00dc358ca8b9/GIGOVIC-Armin_489523;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;683;24;3;11;10;14;10;0;4;18;53;653;544;533;592;673;559;674;609;772
483966;285023_44037;Benjamin Tahirovic;Benjamin Tahirovic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/998f85b6-06db-4822-99de-68010b6cdc61/TAHIROVIC-Benjamin_483966;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;231;99;5;42;52;69;30;2;8;47;238;582;213;111;160;354;269;530;284;329
430194;285023_44037;Dennis Hadzikadunic;Dennis Hadzikadunic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;DF;;;https://digitalhub.fifa.com/transform/6cacbe9a-89b9-4eee-8d20-4e68fc0ef7ad/HADZIKADUNIC-Dennis_430194;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;927;5;0;0;5;1;4;0;2;3;23;838;888;674;945;842;559;769;891;902
389886;285023_44037;Dzenis Burnic;Dzenis Burnic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/87cebb80-d20e-42c4-9030-8adcb1a3e1a8/BURNIC-Dzenis_389886;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;901;7;4;2;1;0;7;0;2;7;21;609;760;833;990;742;559;769;801;912
300409;285023_44037;Edin Dzeko;Edin Dzeko;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;FW;;;https://digitalhub.fifa.com/transform/b5fa7216-27c0-4652-b7df-b099e97a5604/DZEKO-Edin_300409;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;423;55;16;33;6;40;15;4;22;36;111;370;287;641;293;564;139;295;395;608
436743;285023_44037;Ermedin Demirovic;Ermedin Demirovic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;FW;;;https://digitalhub.fifa.com/transform/b9e9f187-0936-4aba-9c70-2a4bcf2281e0/DEMIROVIC-Ermedin_436743;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;205;106;67;31;8;82;24;3;36;53;112;48;306;582;122;434;190;164;244;606
522846;285023_44037;Ermin Mahmic;Ermin Mahmic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/ef292137-a5b1-44b8-b329-031d23320552/MAHMIC-Ermin_522846;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;561;35;13;16;6;26;9;0;6;5;45;409;466;641;415;695;559;599;844;806
464566;285023_44037;Esmir Bajraktarevic;Esmir Bajraktarevic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;FW;;;https://digitalhub.fifa.com/transform/6a74409c-c030-405e-a042-1c01f408eeff/BAJRAKTAREVIC-Esmir_464566;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;205;106;45;48;13;40;66;5;35;61;180;119;175;475;293;119;103;172;183;462
482984;285023_44037;Haris Tabakovic;Haris Tabakovic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;FW;;;https://digitalhub.fifa.com/transform/b84ad80f-6b2b-455d-9c2e-f71195b5c2ba/TABAKOVIC-Haris_482984;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;949;4;4;0;0;3;1;0;2;1;3;609;888;897;874;947;559;769;951;1004
482974;285023_44037;Ivan Basic;Ivan Basic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/7ab9c56e-39f0-4d4a-b5c4-e0583fd57319/BASIC-Ivan_482974;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;315;77;2;22;53;58;19;0;7;37;234;696;383;105;194;499;559;564;385;341
372436;285023_44037;Ivan Sunjic;Ivan Sunjic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;MF;;;https://digitalhub.fifa.com/transform/ddc91c53-fc37-453c-b16e-50ef5e2dd2da/SUNJIC-Ivan_372436;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;406;57;0;13;44;41;16;0;5;41;221;838;504;137;283;542;559;631;339;371
519954;285023_44037;Jovo Lukic;Jovo Lukic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;FW;;;https://digitalhub.fifa.com/transform/8fc08945-7c3e-4e0f-95b4-0c94a72a718d/LUKIC-Jovo_519954;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;874;9;2;7;0;7;2;0;14;14;35;696;622;897;762;921;559;391;671;844
504990;285023_44037;Kerim Alajbegovic;Kerim Alajbegovic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;FW;;;https://digitalhub.fifa.com/transform/9587bf1f-6c8f-4b8d-80c7-799edc4a7036/ALAJBEGOVIC-Kerim_504990;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;178;115;33;63;19;27;88;2;50;77;241;210;109;361;407;59;269;83;98;321
491228;285023_44037;Martin Zlomislic;Martin Zlomislic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;gk;;;https://digitalhub.fifa.com/transform/c2bf5ce5-0160-4561-a0e0-4508621e1820/ZLOMISLIC-Martin_491228;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
522842;285023_44037;Mladen Jurkas;Mladen Jurkas;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;gk;;;https://digitalhub.fifa.com/transform/d568a177-8466-4ef0-89d6-990d70cac911/JURKAS-Mladen_522842;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
482969;285023_44037;Nihad Mujakic;Nihad Mujakic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;df;;;https://digitalhub.fifa.com/transform/2722d62f-602e-4c37-8513-f74b7d11efe4/MUJAKIC-Nihad_482969;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
489520;285023_44037;Nikola Katic;Nikola Katic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;df;;;https://digitalhub.fifa.com/transform/71b1a703-25aa-4193-8bd7-daf0108e7009/KATIC-Nikola_489520;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;539;39;0;1;38;10;29;0;4;37;345;838;823;173;689;365;559;674;385;182
482978;285023_44037;Nikola Vasilj;Nikola Vasilj;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;gk;;;https://digitalhub.fifa.com/transform/be1c5819-9bc1-4bf3-b677-9172d1be6bea/VASILJ-Nikola_482978;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;751;18;0;0;18;13;5;0;0;11;279;838;888;378;609;804;559;899;716;259
485063;285023_44037;Samed Bazdar;Samed Bazdar;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;fw;;;https://digitalhub.fifa.com/transform/5bd9c46f-fb55-4097-ae91-9c7e4f6bb308/BAZDAR-Samed_485063;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;965;3;1;2;0;2;1;0;8;8;17;770;760;897;907;947;559;530;777;938
376230;285023_44037;Sead Kolasinac;Sead Kolasinac;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;df;;;https://digitalhub.fifa.com/transform/bed62578-6b40-402e-8c63-94159988fe95/KOLASINAC-Sead_376230;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;432;54;25;13;16;14;40;5;23;93;370;270;504;413;592;253;103;280;55;162
489521;285023_44037;Stjepan Radeljic;Stjepan Radeljic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;df;;;https://digitalhub.fifa.com/transform/d1b9ca91-fc68-44ee-8548-8f2fb4d10a46/RADELJIC-Stjepan_489521;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;901;7;0;0;7;3;4;0;1;21;318;838;888;610;874;842;559;833;566;206
484022;285023_44037;Tarik Muharemovic;Tarik Muharemovic;Bósnia e Herzegovina;Bosnia and Herzegovina;BIH;df;;;https://digitalhub.fifa.com/transform/a230cb00-997c-4a8c-9983-b03fa2dbe2ad/MUHAREMOVIC-Tarik_484022;https://api.fifa.com/api/v3/picture/flags-sq-3/BIH;853;11;0;1;10;5;6;0;2;23;324;838;823;533;812;776;559;769;539;197
335658;285023_43924;Alex Sandro;Alex Sandro;Brasil;Brazil;BRA;DF;;;https://digitalhub.fifa.com/transform/c9b49c28-0494-4261-bb60-c2848b4e1120/ALEX-SANDRO_335658;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;917;6;2;2;2;1;5;0;2;2;25;696;760;781;945;804;559;769;925;895
308370;285023_43924;Alisson;Alisson;Brasil;Brazil;BRA;GK;;;https://digitalhub.fifa.com/transform/6b051628-d407-41ce-8a60-dc354ac4ccb8/ALISSON_308370;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;735;19;0;0;19;14;5;0;0;0;266;838;888;361;592;804;559;899;985;277
431889;285023_43924;Bremer;Bremer;Brasil;Brazil;BRA;DF;;;https://digitalhub.fifa.com/transform/65ba7159-8278-4610-ac57-2cb9f2bbf11b/BREMER_431889;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
430605;285023_43924;Bruno Guimaraes;Bruno Guimaraes;Brasil;Brazil;BRA;MF;;;https://digitalhub.fifa.com/transform/0215cb23-c389-4c5a-9bb0-c7044ae7059a/BRUNO-GUIMARAES_430605;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;2;339;56;156;127;258;81;5;51;92;459;75;2;10;1;75;103;80;58;101
308386;285023_43924;Casemiro;Casemiro;Brasil;Brazil;BRA;MF;;;https://digitalhub.fifa.com/transform/49558d20-3d5d-4afb-bf2a-9dc1ab60a6e6/CASEMIRO_308386;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;185;114;6;37;71;85;29;2;15;79;487;552;249;63;117;365;269;378;92;89
335656;285023_43924;Danilo;Danilo;Brasil;Brazil;BRA;DF;;;https://digitalhub.fifa.com/transform/364f443f-83df-4e8e-803c-765feae146a3/DANILO_335656;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;43;198;45;41;112;35;163;4;21;44;604;119;220;16;334;4;139;310;308;42
429392;285023_43924;Danilo Santos;Danilo Santos;Brasil;Brazil;BRA;MF;;;https://digitalhub.fifa.com/transform/e564b92f-7a69-49fe-b259-c5deebf6e451/DANILO-SANTOS_429392;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;627;29;10;10;9;20;9;0;3;18;65;461;557;559;492;695;559;718;609;732
367981;285023_43924;Douglas Santos;Douglas Santos;Brasil;Brazil;BRA;DF;;;https://digitalhub.fifa.com/transform/7cef9b58-da05-42ba-afe9-aebcd4d40a0e/DOUGLAS-SANTOS_367981;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;273;86;31;30;25;25;61;7;43;78;571;227;312;289;426;136;59;121;93;57
395427;285023_43924;Ederson;Ederson;Brasil;Brazil;BRA;GK;;;https://digitalhub.fifa.com/transform/2a1d5731-391b-4644-a926-1bc899b86c81/EDERSON_395427;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
485069;285023_43924;Ederson Silva;Ederson Silva;Brasil;Brazil;BRA;MF;;;https://digitalhub.fifa.com/transform/5e5df9e4-86e2-4292-bc7a-8e95b4aa7e47/EDERSON-SILVA_485069;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;814;14;7;2;5;7;7;0;5;3;23;525;760;674;762;742;559;631;891;902
463746;285023_43924;Endrick;Endrick;Brasil;Brazil;BRA;FW;;;https://digitalhub.fifa.com/transform/a3eda53d-b792-4cbf-8924-159d1b6d75af/ENDRICK_463746;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;456;51;36;12;3;44;7;2;18;20;57;186;521;746;254;742;269;342;577;759
394456;285023_43924;Fabinho;Fabinho;Brasil;Brazil;BRA;MF;;;https://digitalhub.fifa.com/transform/f32cd105-d97b-4a7b-8eb0-258271640a72/FABINHO_394456;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;578;34;0;12;22;29;5;0;1;11;93;838;521;320;396;804;559;833;716;652
430601;285023_43924;Gabriel Magalhaes;Gabriel Magalhaes;Brasil;Brazil;BRA;DF;;;https://digitalhub.fifa.com/transform/b5870a76-5391-40b7-a348-e2b17995637b/GABRIEL-MAGALHAES_430601;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;406;57;3;2;52;25;32;0;2;22;876;653;760;111;426;329;559;769;546;5
430597;285023_43924;Gabriel Martinelli;Gabriel Martinelli;Brasil;Brazil;BRA;FW;;;https://digitalhub.fifa.com/transform/4ef5dbd2-50dc-4def-8ae5-5c9f6fee72c2/GABRIEL-MARTINELLI_430597;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;195;110;30;42;38;71;39;2;11;32;151;238;213;173;155;263;269;450;434;517
519836;285023_43924;Igor Thiago;Igor Thiago;Brasil;Brazil;BRA;FW;;;https://digitalhub.fifa.com/transform/d547cc13-69d0-4204-91bf-baf63bbb7328/IGOR-THIAGO_519836;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;784;16;15;1;0;12;4;0;9;7;21;382;823;897;638;842;559;507;801;912
371956;285023_43924;Leo Pereira;Leo Pereira;Brasil;Brazil;BRA;df;;;https://digitalhub.fifa.com/transform/9f0ecbc1-e1f8-4c5a-a39b-34902fd3cfe7/LEO-PEREIRA_371956;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;1008;0;0;0;0;0;0;0;0;0;0;838;888;897;990;992;559;899;985;1016
411726;285023_43924;Lucas Paqueta;Lucas Paqueta;Brasil;Brazil;BRA;mf;;;https://digitalhub.fifa.com/transform/7d7fce96-8d80-43c3-aa72-c45c44d370c5/LUCAS-PAQUETA_411726;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;48;192;22;89;81;110;82;1;20;78;412;297;42;43;61;72;379;318;93;128
448420;285023_43924;Luiz Henrique;Luiz Henrique;Brasil;Brazil;BRA;fw;;;https://digitalhub.fifa.com/transform/a2b269b6-cc1d-4693-b72a-6359c41597b7/LUIZ-HENRIQUE_448420;https://api.fifa.com/api/v3/picture/flags-sq-3/BRA;965;3;0;3;0;0;3;0;3;6;27;838;724;897;990;884;559;718;834;881
